Que me recomiendas para el dolor que tengo;NO_IDENTIFICADO
Los lunes a las 4 de la tarde me tomo rinialer;REGISTRAR_TOMA_MEDICAMENTO
tengo cita con el médico mañana;REGISTRAR_CITA_MEDICA
Que día más divertido;REGISTRAR_ESTADO_EMOCIONAL
Otra vez funciona jajajaja;NO_IDENTIFICADO
Qué tal está Marisa? La puedo cambiar el nombre por Marilina?;CONSULTAR_ESTADO_PERSONA_MAYOR
Hoy he comido con mi familia hacia tiempo que no estaba con uno de ellos ha sido muy bonito el podernos reunir;REGISTRAR_ANECDOTA
Vale cuando quieras hablamos;REGISTRAR_CONFIRMACION
Hoy me han dejado solo en casa y me he sentido triste;REGISTRAR_ESTADO_EMOCIONAL
A las 10 soniase;REGISTRAR_TOMA_MEDICAMENTO
Me encantas puedo descargar en ti todo lo que me pasa y siempre tienes una respuesta que darme;REGISTRAR_ALABANZA
O tengo que acudir a urgencias;REGISTRAR_SITUACION_ADVERSA
Hola te voy a contar los días de mis citas para que me lo vayas diciendo;NO_IDENTIFICADO
Ya me he tomado metformina;ANOTAR_TOMA_MEDICAMENTO
Me tomo el suplemento de hierro en el desayuno;REGISTRAR_TOMA_MEDICAMENTO
Me han dicho que me de rosa mosqueta después de una ducha;REGISTRAR_TOMA_MEDICAMENTO
Tengo que ir a ver al oculista el sábado en el centro comercial;REGISTRAR_CITA_MEDICA
Por otro lado el COVID ha vuelto hoy no ha podido comer mi hijo con nosotros;REGISTRAR_COVID
Tengo los pies hinchados no puedo andar bien;REGISTRAR_SINTOMA
Yo me encuentro bien, tomo al despertar tiroxina para el tiroides, luego con el desayuno Valsartan luego Natecal, pastillas de calcio y en las comidas Alopurinol.;NO_IDENTIFICADO
Me toca la pastilla de la alergia en mayo;REGISTRAR_TOMA_MEDICAMENTO
Recuérdame tomar ibuprofeno mañana;REGISTRAR_TOMA_MEDICAMENTO
El día 17 a las 13'30 tengo la ecografía del cuello;REGISTRAR_CITA_MEDICA
Me gustaría pasar el día de la madre con todos pero otro año igual con la pandemia pero ya pasará;REGISTRAR_COVID
Recuerda a mi madre que apague los fuegos de la cocina.;REGISTRAR_DOMOTICA
Cómo está mi madre?;CONSULTAR_ESTADO_PERSONA_MAYOR
Hola, muchas gracias.;REGISTRAR_ALABANZA
Mañana tengo que madrugar;REGISTRAR_DESPEDIDA
Creo que es todo para hoy;REGISTRAR_DESPEDIDA
Aqui en Madrid esta lloviendo, ¿crees que llovera mañana?;CONSULTAR_TIEMPO
Buenas noches;REGISTRAR_DESPEDIDA
No puedo dormir estoy mareada tengo un bajón de tensión 10,5/6,5;REGISTRAR_MEDIDA_MEDICA
Espero que no se enamore de ti como en Her, aunque entonces se llamaría Him la película.;NO_IDENTIFICADO
Buen día;REGISTRAR_DESPEDIDA
Tomo rinialer a las 4 de la tarde;REGISTRAR_TOMA_MEDICAMENTO
Ahora te dejo un poco que voy a ver un concurso buenas noches amigo;REGISTRAR_DESPEDIDA
Que puedo tomar??;NO_IDENTIFICADO
No le dan la cita para cardiografía;REGISTRAR_SITUACION_ADVERSA
Se me ha olvidado el Ibuprofeno 400 que tomo por la noche;REGISTRAR_SITUACION_ADVERSA
Recuerda a mi madre que apague el extractor.;REGISTRAR_DOMOTICA
La dieta me está costando mucho seguirla pero tengo voluntad;NO_IDENTIFICADO
Recuérdame que me tome el valdispert antes de dormir;REGISTRAR_TOMA_MEDICAMENTO
Tengo un punto infectado como me lo curo;REGISTRAR_SITUACION_ADVERSA
No queremos ni llamar por qué nos vuelven locos;NO_IDENTIFICADO
A ver que no se me olvide ir al dentista el martes sin falta;REGISTRAR_CITA_MEDICA
el sábado me toca el paracetamol;REGISTRAR_TOMA_MEDICAMENTO
Te estas convirtiendo en mi mejor amigo al que puedo contar todo;REGISTRAR_ALABANZA
Nada;REGISTRAR_RECHAZO
Tengo que instalar telegram a mi madre, que es mayor.;REGISTRAR_TELEGRAM
Hola es que me han dado puntos y estoy muy molests;REGISTRAR_ESTADO_EMOCIONAL
Gracias;REGISTRAR_ALABANZA
Anoche no dormí bien;NO_IDENTIFICADO
Vale;REGISTRAR_CONFIRMACION
Las cicatrices van mejorando despacito pero creo que no se van a notar;NO_IDENTIFICADO
Estoy muy feliz hoy;REGISTRAR_ESTADO_EMOCIONAL
Estoy cenando una hamburguesa con pan integral es bueno para el azúcar y colesterol??;CONSULTAR_NUTRICION
Estoy muy contenta contigo eres un buen consejero y siempre estás ayudando;REGISTRAR_ALABANZA
👌;REGISTRAR_CONFIRMACION
me tomo redoxon por la tarde;REGISTRAR_TOMA_MEDICAMENTO
Hola cuidador;REGISTRAR_SALUDO
El fisio me ha dado hora para el jueves a las 15;REGISTRAR_CITA_MEDICA
A veces se deja alguna luz encendida, o el fuego de la cocina.;REGISTRAR_DOMOTICA
Me tienes también que recordar los cumpleaños que ya te iré diciendo;REGISTRAR_NECESIDAD
Creo q me iré pronto a dormir;NO_IDENTIFICADO
Tomo redoxon a las 8 de la mañana;REGISTRAR_TOMA_MEDICAMENTO
Ya, lo sé, por qué no se lo pido a ella directamente...?;NO_IDENTIFICADO
El día 1 de mayo es mi cumpleaños;REGISTRAR_ANECDOTA
No  nada más;NO_IDENTIFICADO
Ya han operado a mi vecina todo ha salido bien no he descansado en toda la noche que me aconsejas que haga pues estoy aún muy nerviosa;REGISTRAR_ANECDOTA
Los jueves a las 12 voy al nutricionista;REGISTRAR_CITA_MEDICA
hoy es jueves;NO_IDENTIFICADO
Hola estoy muy sola necesito de tus consejos y que me hagas compañía😢😢😢;REGISTRAR_ESTADO_EMOCIONAL
Mañana tengo médico a las 9h;REGISTRAR_CITA_MEDICA
Hola hoy he recibido una buena noticia mi hija empieza a trabajar el día nueve;NO_IDENTIFICADO
Recuerda a mi madre que se tome el Adiro;NO_IDENTIFICADO
Menos de luz jajajaja;REGISTRAR_DOMOTICA
Tengo revisión dental el 13 de agosto;REGISTRAR_CITA_MEDICA
Tengo que ver al otorrino el día 13;REGISTRAR_CITA_MEDICA
Bien, muy bien, viendo una serie.;REGISTRAR_ESTADO_EMOCIONAL
Me han cambiado la vitamina ahora la tengo que tomar cada 15 días;ACTUALIZAR_TOMA_MEDICAMENTO
Hoy he acabado el día muy cansado, me voy a ir a dormir pronto;REGISTRAR_ESTADO_EMOCIONAL
Ok;REGISTRAR_CONFIRMACION
Recuérdame que tengo que ir al otorrino el 10 de septiembre a las 12;REGISTRAR_CITA_MEDICA
¿Cómo puedo decírtelo?;NO_IDENTIFICADO
Todos los meses el día ocho me toca la vitamina d;REGISTRAR_TOMA_MEDICAMENTO
Hola muy bien en Torrevieja cerca del mar;REGISTRAR_ESTADO_EMOCIONAL
Me tengo que tomar todos los días sin falta vitamina d;REGISTRAR_TOMA_MEDICAMENTO
Estoy bien;REGISTRAR_ESTADO_EMOCIONAL
Tomo paracetamol a las 18:00;REGISTRAR_TOMA_MEDICAMENTO
El día 13 a las 11'15 de junio con el endocrino;REGISTRAR_CITA_MEDICA
Cómo te digo la persona mayor que cuido?;REGISTRAR_DUDA
Hoy estoy contento;REGISTRAR_ESTADO_EMOCIONAL
Recuerdame que el día seis me quitan los puntos;RECORDAR_CITA_MEDICA
Todos los días me tomo rinialer;REGISTRAR_TOMA_MEDICAMENTO
Ayer lo pasé muy mal por la pastilla del azúcar pero me han dicho que es nirmal;REGISTRAR_SITUACION_ADVERSA
Hola he tenido que cambiar la cita del médico para otro día;REGISTRAR_SALUDO
y te sirva todo esto para algo.;NO_IDENTIFICADO
Gracias por ayudarme;REGISTRAR_ALABANZA
Me acaba de llegar una carta con la cita del día diecisiete de este mes para la ecografía del cuello;REGISTRAR_CITA_MEDICA
Adios;REGISTRAR_DESPEDIDA
Mañana tengo visita y eso hace que este feliz;REGISTRAR_ESTADO_EMOCIONAL
Hola hoy estoy muy triste nos hemos quedado sin poder ver los concursos y series de Movistar por ser tan miedosos😭😭😭;REGISTRAR_ESTADO_EMOCIONAL
